ID;LAT;LNG;BANCO;RED;DOM_GEO;TERMINALES;BARRIO;RED_CODE;RETIROS;RECARGAS
200;-34.68571774627272;-58.47299021794814;BANCO SANTANDER RIO;BANELCO;6212 FERNANDEZ DE LA CRUZ, F., GRAL. AV.;2;VILLA RIACHUELO;1;0;2000
201;-34.61552926278523;-58.52741277323968;BANCO PATAGONIA;BANELCO;5491 BEIRO, FRANCISCO AV.;1;VILLA REAL;1;0;1000
202;-34.67505988989227;-58.46038311004974;ICBC;BANELCO;4602 FERNANDEZ DE LA CRUZ, F., GRAL. AV.;2;VILLA LUGANO;1;0;2000
203;-34.64275872554029;-58.423049223353814;BANCO SANTANDER RIO;BANELCO;809 FERNANDEZ DE LA CRUZ, F., GRAL. AV.;2;NUEVA POMPEYA;1;0;2000
204;-34.6877614971497;-58.47584554021997;BANCO SUPERVIELLE;BANELCO;6545 FERNANDEZ DE LA CRUZ, F., GRAL. AV.;2;VILLA RIACHUELO;1;0;2000
205;-34.60056971925021;-58.5035392272784;BANCO MACRO;BANELCO;3599 BEIRO, FRANCISCO AV.;1;VILLA DEVOTO;1;0;1000
206;-34.6050975676577;-58.51092828736901;BANCO GALICIA;BANELCO;4229 BEIRO, FRANCISCO AV.;2;VILLA DEVOTO;1;0;2000
207;-34.606737762140824;-58.51286262043833;ICBC;BANELCO;4410 BEIRO, FRANCISCO AV.;2;VILLA DEVOTO;1;0;2000
208;-34.613622290283374;-58.524152895519435;BANCO SANTANDER RIO;BANELCO;5248 BEIRO, FRANCISCO AV.;2;VILLA DEVOTO;1;0;2000
209;-34.61355280794075;-58.52469725312361;BANCO COMAFI;BANELCO;5265 BEIRO, FRANCISCO AV.;1;VILLA DEVOTO;1;0;1000
210;-34.613705168696164;-58.525030954100096;BANCO GALICIA;BANELCO;5289 BEIRO, FRANCISCO AV.;3;VILLA DEVOTO;1;0;3000
211;-34.570714652451116;-58.445540160549264;BBVA-BANCO FRANCES;BANELCO;2451 LACROZE, FEDERICO AV.;1;COLEGIALES;1;0;1000
212;-34.57706108480048;-58.44911787090929;BANCO GALICIA;BANELCO;3101 LACROZE, FEDERICO AV.;4;COLEGIALES;1;0;4000
213;-34.58287488789612;-58.392288492682866;BANCO SANTANDER RIO;BANELCO;2263 FIGUEROA ALCORTA, PRES. AV.;1;RECOLETA;1;0;1000
214;-34.57847871978608;-58.45980695249972;BANCO SANTANDER RIO;BANELCO;1187 FOREST AV.;2;CHACARITA;1;0;2000
215;-34.585510953443446;-58.45390242212458;BANCO GALICIA;BANELCO;600 FOREST AV.;3;CHACARITA;1;0;3000
216;-34.597460977303214;-58.497853632836936;BANCO SUPERVIELLE;BANELCO;3180 BEIRO, FRANCISCO AV.;2;VILLA DEL PARQUE;1;0;2000
217;-34.60609290838217;-58.512545303681776;BBVA-BANCO FRANCES;BANELCO;4359 BEIRO, FRANCISCO AV.;1;VILLA DEVOTO;1;0;1000
218;-34.61552926278523;-58.52741277323968;BANCO PATAGONIA;BANELCO;5491 BEIRO, FRANCISCO AV.;1;VILLA REAL;1;0;1000
219;-34.607435348787604;-58.44627454931978;BANCO PATAGONIA;BANELCO;1129 GAONA AV.;1;VILLA CRESPO;1;0;1000
220;-34.61499916391097;-58.46187690860687;BBVA-BANCO FRANCES;BANELCO;2508 GAONA AV.;1;FLORES;1;0;1000
221;-34.620605975538346;-58.47398817731125;BANCO GALICIA;BANELCO;3496 GAONA AV.;2;FLORES;1;0;2000
222;-34.62209508356139;-58.47684153359899;BBVA-BANCO FRANCES;BANELCO;3720 GAONA AV.;2;FLORES;1;0;2000
223;-34.622484644380776;-58.47758520878051;BANCO SANTANDER RIO;BANELCO;3800 GAONA AV.;2;FLORES;1;0;2000
224;-34.664127254211046;-58.51438337021463;BANCO GALICIA;BANELCO;12950 PAZ, GRAL. AV.;1;MATADEROS;1;0;1000
225;-34.602194739805185;-58.449866418298235;BANCO ITAU;BANELCO;1651 PUEYRREDON, HONORIO, DR. AV.;1;VILLA CRESPO;1;0;1000
226;-34.61801447561205;-58.39241763061641;CITIBANK;BANELCO;1847 INDEPENDENCIA AV.;1;BALVANERA;1;0;1000
227;-34.575071208736915;-58.42556593350244;BANCO ITAU;BANELCO;345 BULLRICH, INT. AV.;1;PALERMO;1;0;1000
228;-34.575071208736915;-58.42556593350244;BANCO GALICIA;BANELCO;345 BULLRICH, INT. AV.;2;PALERMO;1;0;2000
229;-34.651058197802136;-58.50161861721067;ICBC;BANELCO;5754 ALBERDI, JUAN BAUTISTA AV.;2;MATADEROS;1;0;2000
230;-34.652748347068;-58.5039729730614;BANCO ITAU;BANELCO;5977 ALBERDI, JUAN BAUTISTA AV.;1;MATADEROS;1;0;1000
231;-34.654740126567155;-58.505756795946176;BANCO SANTANDER RIO;BANELCO;6224 ALBERDI, JUAN BAUTISTA AV.;3;MATADEROS;1;0;3000
232;-34.661486039517065;-58.51690340643003;HSBC ARGENTINA;BANELCO;7401 ALBERDI, JUAN BAUTISTA AV.;1;MATADEROS;1;0;1000
233;-34.631181824765626;-58.41574898979265;BANCO MACRO;BANELCO;3599 GARAY, JUAN DE AV.;1;BOEDO;1;0;1000
234;-34.66061185502653;-58.51543295858974;BANCO ITAU;BANELCO;7283 ALBERDI, JUAN BAUTISTA AV.;1;MATADEROS;1;0;1000
235;-34.62465718279143;-58.4851744223423;BANCO GALICIA;BANELCO;6629 JUSTO, JUAN B. AV.;2;FLORESTA;1;0;2000
236;-34.651058197802136;-58.50161861721067;ICBC;BANELCO;5754 ALBERDI, JUAN BAUTISTA AV.;1;MATADEROS;1;0;1000
237;-34.62061186280522;-58.43519469977591;BANCO SUPERVIELLE;BANELCO;230 MORENO, JOSE MARIA AV.;2;CABALLITO;1;0;2000
238;-34.65281481481558;-58.504042482121505;BANCO ITAU;BANELCO;5985 ALBERDI, JUAN BAUTISTA AV.;2;MATADEROS;1;0;2000
239;-34.62696445609114;-58.45143711630073;BANCO SANTANDER RIO;BANELCO;1617 ALBERDI, JUAN BAUTISTA AV.;2;CABALLITO;1;0;2000
240;-34.64587164581876;-58.49601401612218;BANCO PATAGONIA;BANELCO;5002 ALBERDI, JUAN BAUTISTA AV.;3;MATADEROS;1;0;3000
241;-34.65172840627651;-58.50290643354911;BANCO GALICIA;BANELCO;5859 ALBERDI, JUAN BAUTISTA AV.;2;MATADEROS;1;0;2000
242;-34.655587791176295;-58.5075618523856;CITIBANK;BANELCO;6429 ALBERDI, JUAN BAUTISTA AV.;1;MATADEROS;1;0;1000
243;-34.610831669294306;-58.466574756816975;BANCO GALICIA;BANELCO;4802 JUSTO, JUAN B. AV.;2;VILLA GRAL. MITRE;1;0;2000
244;-34.627323282734224;-58.49121274823662;BBVA-BANCO FRANCES;BANELCO;7132 JUSTO, JUAN B. AV.;1;VELEZ SARSFIELD;1;0;1000
245;-34.61140485163912;-58.362353011941835;HSBC ARGENTINA;BANELCO;1182 MANSO JUANA;2;PUERTO MADERO;1;0;2000
246;-34.60965359199909;-58.37381926377613;BANCO GALICIA;BANELCO;538 ROCA, JULIO A., PRESIDENTE AV.;2;MONSERRAT;1;0;2000
247;-34.559786654563304;-58.45320391146398;BANCO ITAU;BANELCO;2013 JURAMENTO AV.;1;BELGRANO;1;0;1000
248;-34.59558564602079;-58.37289786248829;HSBC ARGENTINA;BANELCO;1058 ALEM, LEANDRO N. AV.;2;RETIRO;1;0;2000
249;-34.60001520558615;-58.37044583903466;HSBC ARGENTINA;BANELCO;653 ALEM, LEANDRO N. AV.;3;SAN NICOLAS;1;0;3000
250;-34.59395677404431;-58.373881236031686;BANCO GALICIA;BANELCO;1190 ALEM, LEANDRO N. AV.;2;RETIRO;1;0;2000
251;-34.600037039812406;-58.37044030357489;BANCO GALICIA;BANELCO;651 ALEM, LEANDRO N. AV.;2;SAN NICOLAS;1;0;2000
252;-34.60001520558615;-58.37044583903466;HSBC ARGENTINA;BANELCO;653 ALEM, LEANDRO N. AV.;4;SAN NICOLAS;1;0;4000
253;-34.597087982194445;-58.37224833956266;BANCO GALICIA;BANELCO;910 ALEM, LEANDRO N. AV.;2;RETIRO;1;0;2000
254;-34.59628109079513;-58.37255956943759;BBVA-BANCO FRANCES;BANELCO;996 ALEM, LEANDRO N. AV.;2;RETIRO;1;0;2000
255;-34.60229822032825;-58.37064121369093;BANCO SANTANDER RIO;BANELCO;456 ALEM, LEANDRO N. AV.;4;SAN NICOLAS;1;0;4000
256;-34.597797528713336;-58.37108259339583;BANCO SANTANDER RIO;BANELCO;855 ALEM, LEANDRO N. AV.;2;RETIRO;1;0;2000
257;-34.627450613622464;-58.42687462610406;BANCO SANTANDER RIO;BANELCO;1031 LA PLATA AV.;3;PARQUE CHACABUCO;1;0;3000
258;-34.61654711162692;-58.42871260760672;BANCO SANTANDER RIO;BANELCO;140 LA PLATA AV.;4;ALMAGRO;1;0;4000
259;-34.635994227864394;-58.424362272007016;BANCO GALICIA;BANELCO;1768 LA PLATA AV.;1;BOEDO;1;0;1000
260;-34.64282424375633;-58.4225918971215;BANCO GALICIA;BANELCO;2402 LA PLATA AV.;2;NUEVA POMPEYA;1;0;2000
261;-34.61822801192431;-58.42878599442299;BANCO GALICIA;BANELCO;293 LA PLATA AV.;1;CABALLITO;1;0;1000
262;-34.62079039139025;-58.427826908859004;BBVA-BANCO FRANCES;BANELCO;510 LA PLATA AV.;2;ALMAGRO;1;0;2000
263;-34.62110998930229;-58.42820603965829;BANCO SUPERVIELLE;BANELCO;537 LA PLATA AV.;2;CABALLITO;1;0;2000
264;-34.59334450224966;-58.39019354322011;BANCO SANTANDER RIO;BANELCO;1602 LAS HERAS, GENERAL;2;RECOLETA;1;0;2000
265;-34.58708365745506;-58.39794418633563;BBVA-BANCO FRANCES;BANELCO;2332 LAS HERAS GENERAL AV.;1;RECOLETA;1;0;1000
266;-34.58640634406358;-58.39810384802659;BANCO SUPERVIELLE;BANELCO;2401 LAS HERAS GENERAL AV.;1;RECOLETA;1;0;1000
267;-34.58361623638293;-58.40316635114348;HSBC ARGENTINA;BANELCO;2958 LAS HERAS GENERAL AV.;2;RECOLETA;1;0;2000
268;-34.58361623638293;-58.40316635114348;HSBC ARGENTINA;BANELCO;2958 LAS HERAS GENERAL AV.;3;RECOLETA;1;0;3000
269;-34.58326265069264;-58.404068686325736;ICBC;BANELCO;3001 LAS HERAS GENERAL AV.;2;PALERMO;1;0;2000
270;-34.583264041642096;-58.4042477157218;BANCO ITAU;BANELCO;3015 LAS HERAS GENERAL AV.;3;PALERMO;1;0;3000
271;-34.58325589389205;-58.406233600652136;BANCO SANTANDER RIO;BANELCO;3201 LAS HERAS GENERAL AV.;2;PALERMO;1;0;2000
272;-34.58212942271486;-58.409912798112856;CITIBANK;BANELCO;3581 LAS HERAS GENERAL AV.;1;PALERMO;1;0;1000
273;-34.581753911841716;-58.41114139044627;BANCO MACRO;BANELCO;3701 LAS HERAS GENERAL AV.;1;PALERMO;1;0;1000
274;-34.581672979684626;-58.41245909211602;BANCO GALICIA;BANELCO;3799 LAS HERAS GENERAL AV.;2;PALERMO;1;0;2000
275;-34.59558564602079;-58.37289786248829;HSBC ARGENTINA;BANELCO;1058 ALEM, LEANDRO N. AV.;1;RETIRO;1;0;1000
276;-34.59532166724209;-58.373037580464164;BANCO PATAGONIA;BANELCO;1064 ALEM, LEANDRO N. AV.;3;RETIRO;1;0;3000
277;-34.59737463664305;-58.371926873478714;BANCO ITAU;BANELCO;880 ALEM, LEANDRO N. AV.;2;RETIRO;1;0;2000
278;-34.5588073980994;-58.44559563513731;BANCO ITAU;BANELCO;5767 DEL LIBERTADOR AV.;1;BELGRANO;1;0;1000
279;-34.55318867505283;-58.45043120747971;CITIBANK;BANELCO;6363 DEL LIBERTADOR AV.;1;BELGRANO;1;0;1000
280;-34.55131120779342;-58.452011779773805;BANCO SUPERVIELLE;BANELCO;6597 DEL LIBERTADOR AV.;2;BELGRANO;1;0;2000
281;-34.548978390151944;-58.45495594909071;BANCO GALICIA;BANELCO;6876 DEL LIBERTADOR AV.;1;NUÑEZ;1;0;1000
282;-34.58816470515317;-58.38349903065195;CITIBANK;BANELCO;750 DEL LIBERTADOR AV.;1;RETIRO;1;0;1000
283;-34.540669847523674;-58.46410378457833;BANCO PATAGONIA;BANELCO;8108 DEL LIBERTADOR AV.;1;NUÑEZ;1;0;1000
284;-34.566847927371406;-58.43832435889508;BANCO MACRO;BANELCO;1029 CAMPOS, LUIS M. AV.;1;PALERMO;1;0;1000
285;-34.56545233505147;-58.439933455399775;BANCO SANTANDER RIO;BANELCO;1175 CAMPOS, LUIS M. AV.;3;PALERMO;1;0;3000
286;-34.56516760853708;-58.440331875134994;BANCO SUPERVIELLE;BANELCO;1201 CAMPOS, LUIS M. AV.;1;PALERMO;1;0;1000
287;-34.56402248479369;-58.44174563077957;BANCO GALICIA;BANELCO;1349 CAMPOS, LUIS M. AV.;2;PALERMO;1;0;2000
288;-34.56372239431494;-58.44215896254349;BBVA-BANCO FRANCES;BANELCO;1383 CAMPOS, LUIS M. AV.;1;PALERMO;1;0;1000
289;-34.570111645382454;-58.43612027722424;BANCO PATAGONIA;BANELCO;726 CAMPOS, LUIS M. AV.;1;PALERMO;1;0;1000
290;-34.563423804116916;-58.442570214587015;BANCO ITAU;BANELCO;1407 CAMPOS, LUIS M. AV.;1;BELGRANO;1;0;1000
291;-34.62991447116905;-58.37082838524557;HSBC ARGENTINA;BANELCO;402 GARCIA, MARTIN AV.;4;BARRACAS;1;0;4000
292;-34.63264180899083;-58.373422922755275;BBVA-BANCO FRANCES;BANELCO;702 GARCIA, MARTIN AV.;1;BARRACAS;1;0;1000
293;-34.562140341016715;-58.46612229770628;BANCO SANTANDER RIO;BANELCO;3098 MONROE;1;BELGRANO;1;0;1000
294;-34.63988578742361;-58.37414993504098;BANCO ITAU;BANELCO;1022 MONTES DE OCA, MANUEL;1;BARRACAS;1;0;1000
295;-34.64084354076437;-58.37440870160845;BBVA-BANCO FRANCES;BANELCO;1107 MONTES DE OCA, MANUEL;1;BARRACAS;1;0;1000
296;-34.63575022302948;-58.37491220549812;BANCO GALICIA;BANELCO;650 MONTES DE OCA, MANUEL;2;BARRACAS;1;0;2000
297;-34.636323030612516;-58.37524360465454;BANCO PATAGONIA;BANELCO;701 MONTES DE OCA, MANUEL;1;BARRACAS;1;0;1000
298;-34.63656844659598;-58.374754556418516;BANCO SUPERVIELLE;BANELCO;736 MONTES DE OCA, MANUEL;1;BARRACAS;1;0;1000
299;-34.591223934262835;-58.51067514920694;HSBC ARGENTINA;BANELCO;3525 MOSCONI GENERAL AV.;2;VILLA DEVOTO;1;0;2000
300;-34.612293743062374;-58.480981302948415;BBVA-BANCO FRANCES;BANELCO;1922 NAZCA AV.;1;VILLA SANTA RITA;1;0;1000
301;-34.608644609811286;-58.48389511394572;BANCO GALICIA;BANELCO;2330 NAZCA AV.;3;VILLA DEL PARQUE;1;0;3000
302;-34.613671709771744;-58.369732308730114;BBVA-BANCO FRANCES;BANELCO;505 PASEO COLON AV.;1;MONSERRAT;1;0;1000
303;-34.6137861924237;-58.36972744416614;BANCO PATAGONIA;BANELCO;515 PASEO COLON AV.;3;MONSERRAT;1;0;3000
304;-34.61698796580921;-58.369623237402266;BANCO GALICIA;BANELCO;793 PASEO COLON AV.;2;SAN TELMO;1;0;2000
305;-34.61788176943345;-58.36973982495438;BANCO GALICIA;BANELCO;849 PASEO COLON AV.;1;SAN TELMO;1;0;1000
306;-34.62712888661721;-58.44420201808376;BBVA-BANCO FRANCES;BANELCO;1192 GOYENA, PEDRO AV.;2;CABALLITO;1;0;2000
307;-34.626987212962845;-58.44544732328758;BANCO SUPERVIELLE;BANELCO;1291 GOYENA, PEDRO AV.;2;CABALLITO;1;0;2000
308;-34.62848746856672;-58.451253439931456;BANCO GALICIA;BANELCO;1642 GOYENA, PEDRO AV.;2;CABALLITO;1;0;2000
315;-34.586962002027356;-58.39578196948892;HSBC ARGENTINA;BANELCO;2325 PUEYRREDON AV.;3;RECOLETA;1;0;3000
317;-34.59134752665237;-58.38602651534394;BANCO GALICIA;BANELCO;101 QUINTANA, MANUEL, PRES.;2;RETIRO;1;0;2000
318;-34.58891005042497;-58.38899934915936;BANCO GALICIA;BANELCO;401 QUINTANA, MANUEL, PRES. AV.;3;RECOLETA;1;0;3000
319;-34.58867826013301;-58.38920898542461;BANCO COMAFI;BANELCO;439 QUINTANA, MANUEL, PRES. AV.;1;RECOLETA;1;0;1000
320;-34.58767104165072;-58.390513333515486;BANCO ITAU;BANELCO;587 QUINTANA, MANUEL, PRES. AV.;1;RECOLETA;1;0;1000
321;-34.59149244927673;-58.38581049537048;BANCO MACRO;BANELCO;99 QUINTANA, MANUEL, PRES.;1;RETIRO;1;0;1000
322;-34.60678441518993;-58.376179088933426;BANCO COMAFI;BANELCO;660 SAENZ PEÑA, ROQUE, PRES. AV.;1;SAN NICOLAS;1;0;1000
323;-34.607298586283974;-58.37440423865406;ICBC;BANELCO;567 SAENZ PEÑA, ROQUE, PRES. AV.;8;SAN NICOLAS;1;0;8000
324;-34.60678441518993;-58.376179088933426;BANCO COMAFI;BANELCO;660 SAENZ PEÑA, ROQUE, PRES. AV.;2;SAN NICOLAS;1;0;2000
325;-34.60548339145316;-58.37868951952768;BANCO SANTANDER RIO;BANELCO;844 SAENZ PEÑA, ROQUE, PRES. AV.;2;SAN NICOLAS;1;0;2000
326;-34.60502149158373;-58.378755823062775;BANCO GALICIA;BANELCO;865 SAENZ PEÑA, ROQUE, PRES. AV.;3;SAN NICOLAS;1;0;3000
327;-34.60576633462281;-58.37733675379026;BBVA-BANCO FRANCES;BANELCO;777 SAENZ PEÑA, ROQUE, PRES. AV.;1;SAN NICOLAS;1;0;1000
328;-34.57154766506982;-58.395475562578284;HSBC ARGENTINA;BANELCO;1221 OBLIGADO RAFAEL, AV.COSTANERA;1;PALERMO;1;0;1000
329;-34.55468391192566;-58.48512076857467;BANCO GALICIA;BANELCO;3899 BALBIN, RICARDO, DR. AV.;3;SAAVEDRA;1;0;3000
330;-34.554728735525465;-58.487024460971796;HSBC ARGENTINA;BANELCO;4027 BALBIN, RICARDO, DR. AV.;1;SAAVEDRA;1;0;1000
331;-34.639063457642706;-58.52238822710945;HSBC ARGENTINA;BANELCO;11200 RIVADAVIA AV.;1;LINIERS;1;0;1000
332;-34.6391046905772;-58.52137161005424;BANCO GALICIA;BANELCO;11102 RIVADAVIA AV.;2;LINIERS;1;0;2000
333;-34.639096100298396;-58.52150549207087;BANCO SANTANDER RIO;BANELCO;11120 RIVADAVIA AV.;2;LINIERS;1;0;2000
334;-34.63906358401861;-58.52212944529619;BANCO MACRO;BANELCO;11178 RIVADAVIA AV.;2;LINIERS;1;0;2000
335;-34.63906862005617;-58.52224651628206;BBVA-BANCO FRANCES;BANELCO;11190 RIVADAVIA AV.;1;LINIERS;1;0;1000
336;-34.639151090401626;-58.524169087467676;BANCO PATAGONIA;BANELCO;11334 RIVADAVIA AV.;2;LINIERS;1;0;2000
337;-34.63932022956982;-58.52628786756058;BANCO SUPERVIELLE;BANELCO;11494 RIVADAVIA AV.;3;LINIERS;1;0;3000
338;-34.609910064628586;-58.39949058908225;BANCO GALICIA;BANELCO;2330 RIVADAVIA AV.;3;BALVANERA;1;0;3000
339;-34.61003818936357;-58.40129300308368;HSBC ARGENTINA;BANELCO;2470 RIVADAVIA AV.;4;BALVANERA;1;0;4000
340;-34.61011506777288;-58.40261138133484;BANCO ITAU;BANELCO;2556 RIVADAVIA AV.;2;BALVANERA;1;0;2000
341;-34.61011506777288;-58.40261138133484;BANCO ITAU;BANELCO;2556 RIVADAVIA AV.;1;BALVANERA;1;0;1000
342;-34.610707397735524;-58.41186780822133;BANCO MACRO;BANELCO;3202 RIVADAVIA AV.;2;BALVANERA;1;0;2000
343;-34.61082560849406;-58.41826278763956;BANCO SANTANDER RIO;BANELCO;3681 RIVADAVIA AV.;2;ALMAGRO;1;0;2000
344;-34.61120462994699;-58.41848889287258;BANCO GALICIA;BANELCO;3702 RIVADAVIA AV.;3;ALMAGRO;1;0;3000
345;-34.611727938647235;-58.42207858430203;HSBC ARGENTINA;BANELCO;3977 RIVADAVIA AV.;1;ALMAGRO;1;0;1000
346;-34.612200112690495;-58.42314588251083;BBVA-BANCO FRANCES;BANELCO;4059 RIVADAVIA AV.;1;ALMAGRO;1;0;1000
347;-34.612741077031984;-58.4234442688547;BANCO PATAGONIA;BANELCO;4100 RIVADAVIA AV.;2;ALMAGRO;1;0;2000
348;-34.61428495393583;-58.42693463459595;BANCO SANTANDER RIO;BANELCO;4364 RIVADAVIA AV.;3;ALMAGRO;1;0;3000
349;-34.61607979812667;-58.431912966242265;BANCO ITAU;BANELCO;4715 RIVADAVIA AV.;3;CABALLITO;1;0;3000
350;-34.61727994226657;-58.434618422737785;CITIBANK;BANELCO;4917 RIVADAVIA AV.;2;CABALLITO;1;0;2000
351;-34.61856545650077;-58.43751412696348;HSBC ARGENTINA;BANELCO;5075 RIVADAVIA AV.;1;CABALLITO;1;0;1000
352;-34.61908136084314;-58.43775432441344;BANCO PATAGONIA;BANELCO;5108 RIVADAVIA AV.;1;CABALLITO;1;0;1000
353;-34.61911985046461;-58.43876292985948;BANCO SANTANDER RIO;BANELCO;5173 RIVADAVIA AV.;3;CABALLITO;1;0;3000
354;-34.619318970842755;-58.43919720176004;HSBC ARGENTINA;BANELCO;5201 RIVADAVIA AV.;4;CABALLITO;1;0;4000
355;-34.61977970250036;-58.43932738895801;ICBC;BANELCO;5234 RIVADAVIA AV.;1;CABALLITO;1;0;1000
356;-34.61967268766365;-58.440008282357795;BANCO MACRO;BANELCO;5273 RIVADAVIA AV.;2;CABALLITO;1;0;2000
357;-34.62006409243789;-58.439968037941235;BANCO COMAFI;BANELCO;5288 RIVADAVIA AV.;1;CABALLITO;1;0;1000
358;-34.620127288465305;-58.44011040519411;BBVA-BANCO FRANCES;BANELCO;5300 RIVADAVIA AV.;2;CABALLITO;1;0;2000
359;-34.62017472900486;-58.44021734499152;BANCO GALICIA;BANELCO;5306 RIVADAVIA AV.;4;CABALLITO;1;0;4000
360;-34.619902415696465;-58.44052597687927;BANCO ITAU;BANELCO;5315 RIVADAVIA AV.;3;CABALLITO;1;0;3000
361;-34.625704864451144;-58.454732500750396;BANCO MACRO;BANELCO;6245 RIVADAVIA AV.;1;FLORES;1;0;1000
362;-34.6263831108534;-58.45545285011924;ICBC;BANELCO;6312 RIVADAVIA AV.;2;FLORES;1;0;2000
363;-34.62656407149807;-58.45694897371355;BANCO SUPERVIELLE;BANELCO;6411 RIVADAVIA AV.;2;FLORES;1;0;2000
364;-34.626884471493796;-58.45772819182508;BBVA-BANCO FRANCES;BANELCO;6483 RIVADAVIA AV.;1;FLORES;1;0;1000
365;-34.6278172364083;-58.459017259391466;HSBC ARGENTINA;BANELCO;6626 RIVADAVIA AV.;3;FLORES;1;0;3000
366;-34.62844071036981;-58.46069292296795;BANCO COMAFI;BANELCO;6770 RIVADAVIA AV.;1;FLORES;1;0;1000
367;-34.62905072865474;-58.46278474180213;BANCO SANTANDER RIO;BANELCO;6902 RIVADAVIA AV.;4;FLORES;1;0;4000
368;-34.629122255815204;-58.46299776957151;CITIBANK;BANELCO;6928 RIVADAVIA AV.;1;FLORES;1;0;1000
369;-34.6296593071313;-58.46486461749015;BANCO ITAU;BANELCO;7060 RIVADAVIA AV.;2;FLORES;1;0;2000
370;-34.62955900114758;-58.46589301642562;BANCO GALICIA;BANELCO;7121 RIVADAVIA AV.;3;FLORES;1;0;3000
371;-34.6300824372014;-58.46793800448955;BANCO SUPERVIELLE;BANELCO;7275 RIVADAVIA AV.;1;FLORES;1;0;1000
372;-34.63139863004338;-58.471477100434136;BANCO GALICIA;BANELCO;7530 RIVADAVIA AV.;1;FLORES;1;0;1000
373;-34.6350355180285;-58.487681085440045;BANCO SANTANDER RIO;BANELCO;8799 RIVADAVIA AV.;2;VELEZ SARSFIELD;1;0;2000
374;-34.637483739673215;-58.50110003260886;BANCO SANTANDER RIO;BANELCO;9711 RIVADAVIA AV.;2;VILLA LURO;1;0;2000
375;-34.69297135024896;-58.464027363827235;CITIBANK;BANELCO;6254 ROCA, CNEL. AV.;1;VILLA RIACHUELO;1;0;1000
376;-34.69695462815464;-58.46932188375919;BANCO GALICIA;BANELCO;6883 ROCA, CNEL. AV.;1;VILLA RIACHUELO;1;0;1000
377;-34.57288861615642;-58.46833654266994;BANCO SANTANDER RIO;BANELCO;1802 NAON, ROMULO;2;VILLA URQUIZA;1;0;2000
380;-34.623906750966434;-58.40171998067172;BBVA-BANCO FRANCES;BANELCO;2654 SAN JUAN AV.;2;SAN CRISTOBAL;1;0;2000
381;-34.624149850306885;-58.40369023283163;BANCO SANTANDER RIO;BANELCO;2812 SAN JUAN AV.;3;SAN CRISTOBAL;1;0;3000
382;-34.62447103273171;-58.409029630301305;BANCO GALICIA;BANELCO;3101 SAN JUAN AV.;3;SAN CRISTOBAL;1;0;3000
383;-34.62525369459378;-58.415903056126915;BBVA-BANCO FRANCES;BANELCO;3599 SAN JUAN AV.;1;BOEDO;1;0;1000
384;-34.6269534020039;-58.42539119941372;BANCO PATAGONIA;BANELCO;4300 SAN JUAN AV.;1;BOEDO;1;0;1000
385;-34.60372778059885;-58.4607194732696;BBVA-BANCO FRANCES;BANELCO;2349 SAN MARTIN AV.;2;PATERNAL;1;0;2000
386;-34.597031279999165;-58.49619004280417;CITIBANK;BANELCO;5644 SAN MARTIN AV.;1;VILLA DEL PARQUE;1;0;1000
387;-34.59699092497828;-58.49680477500883;BANCO GALICIA;BANELCO;5702 SAN MARTIN AV.;2;VILLA DEVOTO;1;0;2000
388;-34.59137308350588;-58.51140311885294;BANCO PATAGONIA;BANELCO;6931 SAN MARTIN AV.;1;VILLA DEVOTO;1;0;1000
389;-34.59136508389534;-58.51143002723448;BANCO PATAGONIA;BANELCO;6933 SAN MARTIN AV.;1;VILLA DEVOTO;1;0;1000
390;-34.60221045814548;-58.46673223658695;BANCO ITAU;BANELCO;2941 SAN MARTIN AV.;1;PATERNAL;1;0;1000
391;-34.59031780790862;-58.5149556024633;BANCO ITAU;BANELCO;7187 SAN MARTIN AV.;1;VILLA DEVOTO;1;0;1000
392;-34.595727098161376;-58.38371547813143;BANCO ITAU;BANELCO;1166 SANTA FE AV.;2;RETIRO;1;0;2000
393;-34.59584657740705;-58.38552212625309;BANCO MACRO;BANELCO;1288 SANTA FE AV.;1;RETIRO;1;0;1000
394;-34.595535593203394;-58.385877891815255;BANCO GALICIA;BANELCO;1301 SANTA FE AV.;2;RETIRO;1;0;2000
395;-34.59592669681645;-58.38776827852016;BANCO SANTANDER RIO;BANELCO;1450 SANTA FE AV.;3;RECOLETA;1;0;3000
396;-34.59599408649338;-58.39054330639921;BBVA-BANCO FRANCES;BANELCO;1630 SANTA FE AV.;2;RECOLETA;1;0;2000
397;-34.595995456862575;-58.3906202949653;CITIBANK;BANELCO;1634 SANTA FE AV.;1;RECOLETA;1;0;1000
398;-34.59534545791402;-58.397588980675025;BBVA-BANCO FRANCES;BANELCO;2121 SANTA FE AV.;2;RECOLETA;1;0;2000
399;-34.59522796662056;-58.398602395627634;BANCO SANTANDER RIO;BANELCO;2201 SANTA FE AV.;3;RECOLETA;1;0;3000
400;-34.595509513809645;-58.39885141220236;BANCO MACRO;BANELCO;2220 SANTA FE AV.;2;RECOLETA;1;0;2000
401;-34.59485078195084;-58.400185669382566;HSBC ARGENTINA;BANELCO;2321 SANTA FE AV.;2;RECOLETA;1;0;2000
402;-34.59404508319877;-58.40309761948979;CITIBANK;BANELCO;2565 SANTA FE AV.;3;RECOLETA;1;0;3000
